Points_0,Points_1,Points_2,U_0,U_1,U_2,VectorGradient_0,VectorGradient_1,VectorGradient_2,VectorGradient_3,VectorGradient_4,VectorGradient_5,VectorGradient_6,VectorGradient_7,VectorGradient_8
29.7339,0,10.1,3.49868,0,-0.722066,-0.0289412,0,1.09393,0,0,0,-0.210116,0,0.0307286
30.2617,0,10.1,3.47599,0,-0.834207,-0.0573542,0,1.09534,0,0,0,-0.213345,0,0.0599048
30.7553,0,10.1,3.44011,0,-0.939748,-0.0882668,0,1.09985,0,0,0,-0.212782,0,0.0916364
31.217,0,10.1,3.39167,0,-1.03722,-0.121705,0,1.10838,0,0,0,-0.208048,0,0.125961
31.6488,0,10.1,3.33136,0,-1.12533,-0.15772,0,1.12209,0,0,0,-0.198688,0,0.162946
32.0527,0,10.1,3.25984,0,-1.20288,-0.196467,0,1.14247,0,0,0,-0.184095,0,0.20273
32.4304,0,10.1,3.17776,0,-1.26872,-0.23823,0,1.1715,0,0,0,-0.163367,0,0.24564
32.7837,0,10.1,3.08564,0,-1.32161,-0.283563,0,1.21195,0,0,0,-0.135077,0,0.292262
33.1141,0,10.1,2.98385,0,-1.36007,-0.333473,0,1.26785,0,0,0,-0.0968502,0,0.34359
33.4232,0,10.1,2.87243,0,-1.38201,-0.38961,0,1.34544,0,0,0,-0.0446025,0,0.401318
33.7122,0,10.1,2.75106,0,-1.38426,-0.454905,0,1.45513,0,0,0,0.0291352,0,0.468094
33.9826,0,10.1,2.61878,0,-1.36137,-0.536676,0,1.6171,0,0,0,0.139875,0,0.547533
34.2354,0,10.1,2.47284,0,-1.30257,-0.643515,0,1.87251,0,0,0,0.326514,0,0.642214
34.4719,0,10.1,2.31173,0,-1.1819,-0.737046,0,2.29171,0,0,0,0.685962,0,0.731526
34.6931,0,10.1,2.16154,0,-0.941248,-0.454715,0,2.8808,0,0,0,1.42645,0,0.613796
34.9,0,10.1,2.1983,0,-0.509029,-4.16057,0,8.07403,0,0,0,2.73178,0,-1.03857
10.1,0,10.3101,0.823008,0,0.297064,0.614854,0,2.1568,0,0,0,0.846563,0,-0.562524
10.3069,0,10.3101,0.96925,0,0.43482,0.688798,0,1.85799,0,0,0,0.410682,0,-0.64824
10.5281,0,10.3101,1.10626,0,0.504833,0.536133,0,1.6863,0,0,0,0.179689,0,-0.538808
10.7647,0,10.3101,1.21663,0,0.532982,0.413981,0,1.62685,0,0,0,0.0672244,0,-0.427226
11.0175,0,10.3101,1.3097,0,0.541996,0.337397,0,1.60504,0,0,0,0.0183966,0,-0.346658
11.2879,0,10.3101,1.39288,0,0.542916,0.28794,0,1.59144,0,0,0,-0.00224389,0,-0.292925
11.577,0,10.3101,1.47025,0,0.540264,0.25362,0,1.57758,0,0,0,-0.0108426,0,-0.256539
11.8861,0,10.3101,1.54421,0,0.535996,0.228531,0,1.56191,0,0,0,-0.0138752,0,-0.230639
12.2165,0,10.3101,1.61629,0,0.531101,0.209584,0,1.54452,0,0,0,-0.014099,0,-0.211353
12.5698,0,10.3101,1.68763,0,0.52617,0.195025,0,1.52563,0,0,0,-0.0128429,0,-0.196606
12.9476,0,10.3101,1.75915,0,0.521589,0.183784,0,1.5054,0,0,0,-0.0108508,0,-0.185228
13.3515,0,10.3101,1.83168,0,0.517606,0.175165,0,1.48387,0,0,0,-0.00861012,0,-0.176488
13.7833,0,10.3101,1.90601,0,0.51434,0.168664,0,1.4611,0,0,0,-0.0064809,0,-0.169867
14.245,0,10.3101,1.98291,0,0.511785,0.163869,0,1.43713,0,0,0,-0.00475734,0,-0.164953
14.7386,0,10.3101,2.06312,0,0.509787,0.160408,0,1.41208,0,0,0,-0.00369268,0,-0.161381
15.2664,0,10.3101,2.14734,0,0.508026,0.157946,0,1.38612,0,0,0,-0.00350606,0,-0.158808
15.8307,0,10.3101,2.23621,0,0.50599,0.156147,0,1.35951,0,0,0,-0.00439468,0,-0.156902
16.434,0,10.3101,2.33027,0,0.502944,0.154676,0,1.33258,0,0,0,-0.00652711,0,-0.15534
17.079,0,10.3101,2.42992,0,0.497908,0.153235,0,1.30571,0,0,0,-0.0100454,0,-0.15381
17.7687,0,10.3101,2.53541,0,0.489618,0.151527,0,1.27934,0,0,0,-0.0150688,0,-0.152018
18.5061,0,10.3101,2.64677,0,0.476499,0.149273,0,1.25395,0,0,0,-0.0216955,0,-0.149699
19.2944,0,10.3101,2.76376,0,0.456623,0.146251,0,1.22998,0,0,0,-0.0300169,0,-0.146619
20.1374,0,10.3101,2.88592,0,0.42765,0.14226,0,1.20783,0,0,0,-0.040133,0,-0.142572
21.0386,0,10.3101,3.01243,0,0.386752,0.137105,0,1.18775,0,0,0,-0.0521671,0,-0.13735
22.0021,0,10.3101,3.1421,0,0.330506,0.128356,0,1.16996,0,0,0,-0.0649259,0,-0.130738
22.9979,0,10.3101,3.26881,0,0.257448,0.120514,0,1.15474,0,0,0,-0.0801043,0,-0.122604
23.9615,0,10.3101,3.3828,0,0.170927,0.113117,0,1.14216,0,0,0,-0.0980627,0,-0.112965
24.8628,0,10.3101,3.48009,0,0.0747053,0.102099,0,1.13178,0,0,0,-0.115007,0,-0.101839
25.7058,0,10.3101,3.56115,0,-0.0295486,0.08949,0,1.12296,0,0,0,-0.131677,0,-0.089098
26.4942,0,10.3101,3.6263,0,-0.139995,0.0750507,0,1.11527,0,0,0,-0.147624,0,-0.0745373
27.2316,0,10.3101,3.67584,0,-0.254691,0.0586113,0,1.10854,0,0,0,-0.162378,0,-0.0579784
27.9213,0,10.3101,3.71009,0,-0.37163,0.0400358,0,1.10283,0,0,0,-0.175451,0,-0.0392951
28.5663,0,10.3101,3.7294,0,-0.488789,0.0192586,0,1.09829,0,0,0,-0.186346,0,-0.0184211
29.1696,0,10.3101,3.73423,0,-0.604182,-0.00373421,0,1.09527,0,0,0,-0.194578,0,0.00465672
29.7339,0,10.3101,3.72511,0,-0.715902,-0.0289091,0,1.09423,0,0,0,-0.199689,0,0.0299027
30.2617,0,10.3101,3.7027,0,-0.822171,-0.0561755,0,1.09576,0,0,0,-0.201258,0,0.0572353
30.7553,0,10.3101,3.66775,0,-0.921367,-0.085435,0,1.10054,0,0,0,-0.198884,0,0.0865354
31.217,0,10.3101,3.62107,0,-1.01204,-0.116539,0,1.10939,0,0,0,-0.192173,0,0.117651
31.6488,0,10.3101,3.56358,0,-1.09289,-0.149304,0,1.12336,0,0,0,-0.180663,0,0.1504
32.0527,0,10.3101,3.49624,0,-1.16275,-0.183537,0,1.14373,0,0,0,-0.163716,0,0.184562
32.4304,0,10.3101,3.42006,0,-1.22046,-0.219009,0,1.17216,0,0,0,-0.140367,0,0.219859
32.7837,0,10.3101,3.3361,0,-1.26477,-0.255483,0,1.21084,0,0,0,-0.109099,0,0.255945
33.1141,0,10.3101,3.24543,0,-1.29415,-0.292648,0,1.26285,0,0,0,-0.0674147,0,0.292314
33.4232,0,10.3101,3.14922,0,-1.3065,-0.32996,0,1.33252,0,0,0,-0.0111473,0,0.327968
33.7122,0,10.3101,3.04882,0,-1.29867,-0.366224,0,1.42635,0,0,0,0.0668558,0,0.360568
33.9826,0,10.3101,2.94611,0,-1.26574,-0.399203,0,1.55493,0,0,0,0.179803,0,0.383661
34.2354,0,10.3101,2.84404,0,-1.19944,-0.419321,0,1.73496,0,0,0,0.355462,0,0.377171
34.4719,0,10.3101,2.75043,0,-1.08497,-0.377819,0,1.97601,0,0,0,0.64179,0,0.282294
34.6931,0,10.3101,2.69042,0,-0.903132,-0.0729133,0,2.1846,0,0,0,1.04801,0,-0.0241471
34.9,0,10.3101,2.73729,0,-0.662562,0.564595,0,2.12913,0,0,0,1.04493,0,-0.422658
10.1,0,10.5413,1.3093,0,0.209519,0.358214,0,2.076,0,0,0,0.604103,0,-0.303624
10.3069,0,10.5413,1.39895,0,0.317682,0.473084,0,1.94527,0,0,0,0.428042,0,-0.410562
10.5281,0,10.5413,1.5034,0,0.39363,0.444995,0,1.82489,0,0,0,0.255211,0,-0.423408
10.7647,0,10.5413,1.60245,0,0.439578,0.380004,0,1.75863,0,0,0,0.137825,0,-0.3823
11.0175,0,10.5413,1.69177,0,0.464709,0.321919,0,1.72747,0,0,0,0.0697384,0,-0.328897
11.2879,0,10.5413,1.77264,0,0.477304,0.276643,0,1.7101,0,0,0,0.032515,0,-0.282252
11.577,0,10.5413,1.84733,0,0.482818,0.242385,0,1.69581,0,0,0,0.0126923,0,-0.246206
11.8861,0,10.5413,1.91789,0,0.484422,0.21658,0,1.68044,0,0,0,0.00242554,0,-0.219229
12.2165,0,10.5413,1.98596,0,0.483905,0.197011,0,1.66277,0,0,0,-0.00256219,0,-0.199001
12.5698,0,10.5413,2.05276,0,0.482319,0.18206,0,1.64267,0,0,0,-0.00458235,0,-0.18369
12.9476,0,10.5413,2.11931,0,0.480315,0.170637,0,1.62033,0,0,0,-0.0049384,0,-0.172052
13.3515,0,10.5413,2.1865,0,0.478303,0.161984,0,1.596,0,0,0,-0.0044273,0,-0.163261
13.7833,0,10.5413,2.25514,0,0.476521,0.155574,0,1.56987,0,0,0,-0.00358507,0,-0.156737
14.245,0,10.5413,2.32604,0,0.475053,0.150985,0,1.54217,0,0,0,-0.00281267,0,-0.152038
14.7386,0,10.5413,2.39997,0,0.473824,0.147835,0,1.51309,0,0,0,-0.00242877,0,-0.148793
15.2664,0,10.5413,2.47767,0,0.472593,0.145801,0,1.48286,0,0,0,-0.00270163,0,-0.146659
15.8307,0,10.5413,2.55986,0,0.470922,0.144549,0,1.45178,0,0,0,-0.00386609,0,-0.145307
16.434,0,10.5413,2.64714,0,0.468152,0.143737,0,1.42019,0,0,0,-0.0061227,0,-0.144413
17.079,0,10.5413,2.74001,0,0.463373,0.143066,0,1.38848,0,0,0,-0.00964416,0,-0.143659
17.7687,0,10.5413,2.83882,0,0.455393,0.142224,0,1.35709,0,0,0,-0.0145776,0,-0.142738
18.5061,0,10.5413,2.9437,0,0.4427,0.140915,0,1.32651,0,0,0,-0.0210474,0,-0.141362
19.2944,0,10.5413,3.05455,0,0.423423,0.13888,0,1.29721,0,0,0,-0.0291672,0,-0.139264
20.1374,0,10.5413,3.17098,0,0.395274,0.13588,0,1.26962,0,0,0,-0.0390525,0,-0.1362
21.0386,0,10.5413,3.29225,0,0.355473,0.131673,0,1.24404,0,0,0,-0.0508294,0,-0.131917
22.0021,0,10.5413,3.4172,0,0.300658,0.123855,0,1.22082,0,0,0,-0.0633127,0,-0.126152
22.9979,0,10.5413,3.53982,0,0.229414,0.116701,0,1.20048,0,0,0,-0.0781112,0,-0.11872
23.9615,0,10.5413,3.65045,0,0.145074,0.109764,0,1.18336,0,0,0,-0.0955457,0,-0.109609
24.8628,0,10.5413,3.74499,0,0.0513774,0.09911,0,1.16915,0,0,0,-0.111896,0,-0.0988533
25.7058,0,10.5413,3.82371,0,-0.0499688,0.0867515,0,1.15721,0,0,0,-0.127851,0,-0.0863737
26.4942,0,10.5413,3.88683,0,-0.157081,0.0725149,0,1.14702,0,0,0,-0.142947,0,-0.0720275
27.2316,0,10.5413,3.93462,0,-0.26798,0.0562929,0,1.13833,0,0,0,-0.156713,0,-0.0556973
27.9213,0,10.5413,3.96739,0,-0.380635,0.0380088,0,1.13113,0,0,0,-0.16866,0,-0.0373205
28.5663,0,10.5413,3.98553,0,-0.493018,0.0176604,0,1.12556,0,0,0,-0.1783,0,-0.0168971
29.1696,0,10.5413,3.98957,0,-0.603146,-0.00468581,0,1.1219,0,0,0,-0.185159,0,0.00550908
29.7339,0,10.5413,3.98016,0,-0.709131,-0.0289112,0,1.12054,0,0,0,-0.188792,0,0.029772
30.2617,0,10.5413,3.95807,0,-0.809226,-0.0548276,0,1.12199,0,0,0,-0.188796,0,0.0557065
30.7553,0,10.5413,3.9242,0,-0.901849,-0.0822102,0,1.12684,0,0,0,-0.184796,0,0.0830651
31.217,0,10.5413,3.87955,0,-0.985603,-0.110746,0,1.13581,0,0,0,-0.176435,0,0.111525
31.6488,0,10.5413,3.82525,0,-1.05927,-0.140047,0,1.14974,0,0,0,-0.163299,0,0.14067
32.0527,0,10.5413,3.76252,0,-1.12175,-0.169621,0,1.1696,0,0,0,-0.144833,0,0.169967
32.4304,0,10.5413,3.69272,0,-1.17201,-0.19884,0,1.19659,0,0,0,-0.120202,0,0.198709
32.7837,0,10.5413,3.61731,0,-1.20897,-0.226876,0,1.23215,0,0,0,-0.0880871,0,0.225924
33.1141,0,10.5413,3.53795,0,-1.23132,-0.252555,0,1.27807,0,0,0,-0.0463978,0,0.250198
33.4232,0,10.5413,3.45654,0,-1.23736,-0.274085,0,1.33651,0,0,0,0.00811399,0,0.269257
33.7122,0,10.5413,3.37543,0,-1.22473,-0.288317,0,1.40998,0,0,0,0.0804389,0,0.279049
33.9826,0,10.5413,3.29786,0,-1.19009,-0.289585,0,1.50123,0,0,0,0.178033,0,0.271821
34.2354,0,10.5413,3.22867,0,-1.129,-0.265349,0,1.61121,0,0,0,0.311763,0,0.231728
34.4719,0,10.5413,3.1764,0,-1.03609,-0.185262,0,1.72918,0,0,0,0.488972,0,0.129672
34.6931,0,10.5413,3.15629,0,-0.909294,0.0173178,0,1.80095,0,0,0,0.676956,0,-0.0635095
34.9,0,10.5413,3.1914,0,-0.761272,0.332256,0,1.73922,0,0,0,0.720955,0,-0.296251
10.1,0,10.7958,1.84476,0,0.137455,0.246183,0,2.16638,0,0,0,0.442931,0,-0.231848
10.3069,0,10.7958,1.90544,0,0.222314,0.328503,0,2.0852,0,0,0,0.365379,0,-0.30581
10.5281,0,10.7958,1.98257,0,0.293676,0.348289,0,1.99573,0,0,0,0.266326,0,-0.334857
10.7647,0,10.7958,2.06493,0,0.347126,0.327776,0,1.92515,0,0,0,0.177535,0,-0.326277
11.0175,0,10.7958,2.14547,0,0.383866,0.293293,0,1.87753,0,0,0,0.111292,0,-0.297675
11.2879,0,10.7958,2.22134,0,0.407543,0.258019,0,1.84574,0,0,0,0.0666253,0,-0.26359
11.577,0,10.7958,2.29219,0,0.422062,0.227092,0,1.82208,0,0,0,0.0382886,0,-0.231922
11.8861,0,10.7958,2.3588,0,0.430561,0.201806,0,1.80121,0,0,0,0.0209907,0,-0.205519
12.2165,0,10.7958,2.42231,0,0.435249,0.181843,0,1.78015,0,0,0,0.0107496,0,-0.184612
12.5698,0,10.7958,2.48388,0,0.437593,0.166374,0,1.75751,0,0,0,0.00490859,0,-0.16848
12.9476,0,10.7958,2.54455,0,0.438556,0.154563,0,1.73279,0,0,0,0.00176719,0,-0.156241
13.3515,0,10.7958,2.60526,0,0.438766,0.145722,0,1.70592,0,0,0,0.000225488,0,-0.147129
13.7833,0,10.7958,2.66691,0,0.43861,0.13932,0,1.67699,0,0,0,-0.000455726,0,-0.140538
14.245,0,10.7958,2.73036,0,0.438288,0.134909,0,1.6462,0,0,0,-0.000807448,0,-0.135982
14.7386,0,10.7958,2.79645,0,0.437821,0.132101,0,1.61376,0,0,0,-0.00123327,0,-0.133055
15.2664,0,10.7958,2.86599,0,0.437055,0.130552,0,1.57993,0,0,0,-0.00206151,0,-0.131398
15.8307,0,10.7958,2.93976,0,0.435634,0.129921,0,1.54499,0,0,0,-0.00357008,0,-0.130669
16.434,0,10.7958,3.01846,0,0.432983,0.129872,0,1.50929,0,0,0,-0.00599517,0,-0.130536
17.079,0,10.7958,3.10269,0,0.428275,0.130082,0,1.47323,0,0,0,-0.00954252,0,-0.130669
17.7687,0,10.7958,3.19291,0,0.420396,0.130235,0,1.43724,0,0,0,-0.0143883,0,-0.130746
18.5061,0,10.7958,3.28939,0,0.407912,0.130015,0,1.40183,0,0,0,-0.0206847,0,-0.130455
19.2944,0,10.7958,3.39214,0,0.389023,0.129119,0,1.36748,0,0,0,-0.0285694,0,-0.129497
20.1374,0,10.7958,3.50088,0,0.361506,0.127275,0,1.33462,0,0,0,-0.0381745,0,-0.127588
21.0386,0,10.7958,3.61498,0,0.322649,0.124195,0,1.30362,0,0,0,-0.0496314,0,-0.124427
22.0021,0,10.7958,3.73332,0,0.269166,0.117523,0,1.27495,0,0,0,-0.0617637,0,-0.119696
22.9979,0,10.7958,3.8501,0,0.199715,0.11124,0,1.2494,0,0,0,-0.0760999,0,-0.113153
23.9615,0,10.7958,3.95585,0,0.117622,0.104906,0,1.22759,0,0,0,-0.0929202,0,-0.10475
24.8628,0,10.7958,4.04636,0,0.0265965,0.0947796,0,1.20938,0,0,0,-0.108583,0,-0.0945319
25.7058,0,10.7958,4.12169,0,-0.0716297,0.0828317,0,1.19411,0,0,0,-0.123735,0,-0.0824741
26.4942,0,10.7958,4.18193,0,-0.175139,0.0689522,0,1.18121,0,0,0,-0.137897,0,-0.0684984
27.2316,0,10.7958,4.22726,0,-0.28193,0.0530992,0,1.17039,0,0,0,-0.150597,0,-0.0525555
27.9213,0,10.7958,4.258,0,-0.389964,0.0352694,0,1.16155,0,0,0,-0.161358,0,-0.034652
28.5663,0,10.7958,4.27458,0,-0.497219,0.0155332,0,1.15478,0,0,0,-0.169706,0,-0.0148589
29.1696,0,10.7958,4.27759,0,-0.601739,-0.00597613,0,1.15031,0,0,0,-0.175189,0,0.00668169
29.7339,0,10.7958,4.26775,0,-0.70168,-0.0290513,0,1.14843,0,0,0,-0.177393,0,0.0297561
30.2617,0,10.7958,4.24597,0,-0.795352,-0.0534037,0,1.14956,0,0,0,-0.175952,0,0.0540794
30.7553,0,10.7958,4.21328,0,-0.881253,-0.0786942,0,1.15417,0,0,0,-0.170549,0,0.0792834
31.217,0,10.7958,4.17085,0,-0.958085,-0.104478,0,1.1628,0,0,0,-0.160903,0,0.104907
31.6488,0,10.7958,4.11999,0,-1.02475,-0.130208,0,1.17603,0,0,0,-0.146716,0,0.130374
32.0527,0,10.7958,4.06213,0,-1.08033,-0.155195,0,1.1945,0,0,0,-0.1276,0,0.154938
32.4304,0,10.7958,3.99886,0,-1.124,-0.178575,0,1.21885,0,0,0,-0.102957,0,0.177661
32.7837,0,10.7958,3.93191,0,-1.15496,-0.199217,0,1.2497,0,0,0,-0.0718638,0,0.197321
33.1141,0,10.7958,3.86324,0,-1.17233,-0.215629,0,1.28762,0,0,0,-0.0328872,0,0.212223
33.4232,0,10.7958,3.79503,0,-1.175,-0.225704,0,1.33296,0,0,0,0.0160267,0,0.219953
33.7122,0,10.7958,3.72989,0,-1.1616,-0.226173,0,1.38551,0,0,0,0.0775443,0,0.216888
33.9826,0,10.7958,3.67108,0,-1.13051,-0.211954,0,1.44379,0,0,0,0.154603,0,0.197462
34.2354,0,10.7958,3.62281,0,-1.08011,-0.174495,0,1.50321,0,0,0,0.249006,0,0.15341
34.4719,0,10.7958,3.59086,0,-1.00971,-0.100339,0,1.55209,0,0,0,0.356232,0,0.0748289
34.6931,0,10.7958,3.5824,0,-0.921644,0.0253977,0,1.56616,0,0,0,0.454767,0,-0.0415821
34.9,0,10.7958,3.60362,0,-0.823896,0.186144,0,1.51916,0,0,0,0.501866,0,-0.172554
10.1,0,11.0758,2.47202,0,0.0813106,0.158549,0,2.33399,0,0,0,0.333643,0,-0.154312
10.3069,0,11.0758,2.51132,0,0.147524,0.216747,0,2.26661,0,0,0,0.301504,0,-0.208121
10.5281,0,11.0758,2.56424,0,0.209778,0.249385,0,2.18943,0,0,0,0.249059,0,-0.241718
10.7647,0,11.0758,2.62584,0,0.263099,0.255102,0,2.11599,0,0,0,0.19025,0,-0.252374
11.0175,0,11.0758,2.69102,0,0.305481,0.243195,0,2.05413,0,0,0,0.136885,0,-0.244983
11.2879,0,11.0758,2.75602,0,0.337218,0.222825,0,2.00489,0,0,0,0.0940838,0,-0.22702
11.577,0,11.0758,2.81878,0,0.35991,0.200321,0,1.96563,0,0,0,0.0624313,0,-0.205076
11.8861,0,11.0758,2.87859,0,0.375572,0.179179,0,1.93272,0,0,0,0.0402739,0,-0.183504
12.2165,0,11.0758,2.93558,0,0.386086,0.160969,0,1.90294,0,0,0,0.0253478,0,-0.164526
12.5698,0,11.0758,2.99036,0,0.392979,0.146121,0,1.87402,0,0,0,0.0155816,0,-0.148918
12.9476,0,11.0758,3.04373,0,0.3974,0.134496,0,1.84459,0,0,0,0.00934375,0,-0.136682
13.3515,0,11.0758,3.09657,0,0.400168,0.125753,0,1.81392,0,0,0,0.00542454,0,-0.127489
13.7833,0,11.0758,3.14976,0,0.401839,0.119502,0,1.78166,0,0,0,0.00294392,0,-0.120915
14.245,0,11.0758,3.20421,0,0.402747,0.11536,0,1.74772,0,0,0,0.00125149,0,-0.116538
14.7386,0,11.0758,3.2608,0,0.403032,0.112967,0,1.71216,0,0,0,-0.000149237,0,-0.113966
15.2664,0,11.0758,3.32043,0,0.40264,0.111974,0,1.67511,0,0,0,-0.00165492,0,-0.112832
15.8307,0,11.0758,3.38393,0,0.401313,0.112045,0,1.63682,0,0,0,-0.00359474,0,-0.112787
16.434,0,11.0758,3.45212,0,0.39857,0.112847,0,1.59757,0,0,0,-0.00624638,0,-0.113491
17.079,0,11.0758,3.5257,0,0.393677,0.11404,0,1.55773,0,0,0,-0.00985042,0,-0.114603
17.7687,0,11.0758,3.60525,0,0.385614,0.115298,0,1.51771,0,0,0,-0.0146156,0,-0.115784
18.5061,0,11.0758,3.69118,0,0.373037,0.116287,0,1.47796,0,0,0,-0.0207234,0,-0.116702
19.2944,0,11.0758,3.78365,0,0.354233,0.116674,0,1.43898,0,0,0,-0.0283365,0,-0.117025
20.1374,0,11.0758,3.8825,0,0.327064,0.116139,0,1.40124,0,0,0,-0.0376057,0,-0.116426
21.0386,0,11.0758,3.98721,0,0.288904,0.114353,0,1.36512,0,0,0,-0.0486693,0,-0.114556
22.0021,0,11.0758,4.09674,0,0.23657,0.109047,0,1.33118,0,0,0,-0.0603611,0,-0.111043
22.9979,0,11.0758,4.2056,0,0.168815,0.103822,0,1.30047,0,0,0,-0.0741405,0,-0.10558
23.9615,0,11.0758,4.30465,0,0.0889738,0.0982437,0,1.27397,0,0,0,-0.0902446,0,-0.0980755
24.8628,0,11.0758,4.38959,0,0.000717351,0.0888247,0,1.2517,0,0,0,-0.105118,0,-0.0885819
25.7058,0,11.0758,4.46024,0,-0.0942105,0.077465,0,1.233,0,0,0,-0.119367,0,-0.0771267
26.4942,0,11.0758,4.51652,0,-0.193877,0.0641231,0,1.21728,0,0,0,-0.132506,0,-0.0637028
27.2316,0,11.0758,4.55855,0,-0.296272,0.0488218,0,1.20419,0,0,0,-0.144067,0,-0.0483318
27.9213,0,11.0758,4.58659,0,-0.39937,0.0316335,0,1.19357,0,0,0,-0.153589,0,-0.0310925
28.5663,0,11.0758,4.60109,0,-0.501178,0.0127084,0,1.18546,0,0,0,-0.160622,0,-0.0121309
29.1696,0,11.0758,4.60271,0,-0.599789,-0.00775544,0,1.17999,0,0,0,-0.164752,0,0.00833467
29.7339,0,11.0758,4.59224,0,-0.693431,-0.0294684,0,1.17738,0,0,0,-0.165608,0,0.0300099
30.2617,0,11.0758,4.57069,0,-0.780505,-0.0520535,0,1.17793,0,0,0,-0.162887,0,0.0525216
30.7553,0,11.0758,4.5392,0,-0.859625,-0.0750814,0,1.18196,0,0,0,-0.156352,0,0.0754115
31.217,0,11.0758,4.49908,0,-0.929639,-0.098021,0,1.18981,0,0,0,-0.145832,0,0.0981251
31.6488,0,11.0758,4.45175,0,-0.989626,-0.120229,0,1.20179,0,0,0,-0.131179,0,0.119997
32.0527,0,11.0758,4.39879,0,-1.03888,-0.140936,0,1.21817,0,0,0,-0.112221,0,0.140228
32.4304,0,11.0758,4.34188,0,-1.07687,-0.159228,0,1.23909,0,0,0,-0.0886444,0,0.157842
32.7837,0,11.0758,4.28285,0,-1.10312,-0.173959,0,1.26451,0,0,0,-0.059956,0,0.171639
33.1141,0,11.0758,4.22366,0,-1.11722,-0.183735,0,1.29415,0,0,0,-0.0253729,0,0.180132
33.4232,0,11.0758,4.16643,0,-1.11868,-0.186754,0,1.32731,0,0,0,0.0161605,0,0.181422
33.7122,0,11.0758,4.1135,0,-1.10697,-0.180581,0,1.36261,0,0,0,0.065715,0,0.173083
33.9826,0,11.0758,4.06749,0,-1.08161,-0.162004,0,1.39753,0,0,0,0.123878,0,0.152115
34.2354,0,11.0758,4.03133,0,-1.04248,-0.126844,0,1.42769,0,0,0,0.18953,0,0.115254
34.4719,0,11.0758,4.00821,0,-0.990345,-0.0707877,0,1.44598,0,0,0,0.257667,0,0.0603527
34.6931,0,11.0758,4.00104,0,-0.927674,0.00709072,0,1.44288,0,0,0,0.317564,0,-0.0105968
34.9,0,11.0758,4.01113,0,-0.858963,0.0971606,0,1.41162,0,0,0,0.359754,0,-0.0883741
10.1,0,11.3841,3.21831,0,0.045543,0.068621,0,2.5203,0,0,0,0.252766,0,-0.0674467
10.3069,0,11.3841,3.23741,0,0.0967139,0.112568,0,2.45687,0,0,0,0.240934,0,-0.108726
10.5281,0,11.3841,3.26683,0,0.148142,0.146451,0,2.38518,0,0,0,0.215822,0,-0.14182
10.7647,0,11.3841,3.30499,0,0.196267,0.165481,0,2.31123,0,0,0,0.181084,0,-0.162597
11.0175,0,11.3841,3.34921,0,0.23857,0.17077,0,2.24103,0,0,0,0.143846,0,-0.170617
11.2879,0,11.3841,3.39667,0,0.2738,0.166069,0,2.17807,0,0,0,0.109183,0,-0.168244
11.577,0,11.3841,3.44506,0,0.301825,0.155542,0,2.12323,0,0,0,0.0798124,0,-0.159046
11.8861,0,11.3841,3.49283,0,0.323282,0.14258,0,2.07553,0,0,0,0.0565376,0,-0.146489
12.2165,0,11.3841,3.53919,0,0.339197,0.129538,0,2.03317,0,0,0,0.0389784,0,-0.133239
12.5698,0,11.3841,3.58398,0,0.350687,0.117798,0,1.9942,0,0,0,0.0262043,0,-0.121002
12.9476,0,11.3841,3.62747,0,0.358776,0.108041,0,1.95695,0,0,0,0.0171531,0,-0.110674
13.3515,0,11.3841,3.67022,0,0.364317,0.100485,0,1.9202,0,0,0,0.0108389,0,-0.102592
13.7833,0,11.3841,3.71295,0,0.367957,0.095077,0,1.88311,0,0,0,0.00642567,0,-0.0967589
14.245,0,11.3841,3.75647,0,0.370147,0.0916502,0,1.84518,0,0,0,0.00323263,0,-0.0929994
14.7386,0,11.3841,3.80166,0,0.371137,0.0899627,0,1.80614,0,0,0,0.000709379,0,-0.0910544
15.2664,0,11.3841,3.84942,0,0.370985,0.0897345,0,1.76592,0,0,0,-0.00159487,0,-0.0906272
15.8307,0,11.3841,3.90067,0,0.369541,0.0906631,0,1.72456,0,0,0,-0.00405797,0,-0.0914027
16.434,0,11.3841,3.95628,0,0.366427,0.092435,0,1.68222,0,0,0,-0.00700002,0,-0.0930543
17.079,0,11.3841,4.01706,0,0.361016,0.0947276,0,1.63916,0,0,0,-0.0106972,0,-0.0952462
17.7687,0,11.3841,4.08373,0,0.352395,0.0971961,0,1.59573,0,0,0,-0.0153922,0,-0.0976339
18.5061,0,11.3841,4.1568,0,0.339324,0.0994989,0,1.5523,0,0,0,-0.0212971,0,-0.0998671
19.2944,0,11.3841,4.2366,0,0.320197,0.101291,0,1.50931,0,0,0,-0.0285998,0,-0.10159
20.1374,0,11.3841,4.32313,0,0.292983,0.102206,0,1.46723,0,0,0,-0.0374714,0,-0.102437
21.0386,0,11.3841,4.41598,0,0.255166,0.101865,0,1.42647,0,0,0,-0.0480595,0,-0.102015
22.0021,0,11.3841,4.51422,0,0.203689,0.0981356,0,1.38767,0,0,0,-0.0592077,0,-0.099893
22.9979,0,11.3841,4.61276,0,0.137435,0.0941465,0,1.35211,0,0,0,-0.072323,0,-0.0956978
23.9615,0,11.3841,4.70299,0,0.059768,0.0894816,0,1.32109,0,0,0,-0.0875991,0,-0.089285
24.8628,0,11.3841,4.78056,0,-0.0256862,0.0809628,0,1.29486,0,0,0,-0.101569,0,-0.0807112
