Points_0,Points_1,Points_2,U_0,U_1,U_2,VectorGradient_0,VectorGradient_1,VectorGradient_2,VectorGradient_3,VectorGradient_4,VectorGradient_5,VectorGradient_6,VectorGradient_7,VectorGradient_8
-3.05118,0,17.6917,11.7914,0,3.16749,0.234257,0,0.252975,0,0,0,0.0644864,0,-0.233219
-2.64973,0,17.6917,11.8874,0,3.18932,0.243827,0,0.24037,0,0,0,0.0476726,0,-0.24243
-2.27664,0,17.6917,11.9796,0,3.20322,0.25134,0,0.227281,0,0,0,0.0302151,0,-0.249576
-1.92992,0,17.6917,12.0675,0,3.21008,0.256867,0,0.214082,0,0,0,0.0125289,0,-0.254712
-1.6077,0,17.6917,12.1505,0,3.21084,0.260289,0,0.201086,0,0,0,-0.00500919,0,-0.257972
-1.30824,0,17.6917,12.2283,0,3.20643,0.261926,0,0.188535,0,0,0,-0.0221019,0,-0.259534
-1.02994,0,17.6917,12.3008,0,3.19775,0.262166,0,0.176617,0,0,0,-0.0385208,0,-0.259611
-0.771312,0,17.6917,12.3681,0,3.18563,0.260979,0,0.165441,0,0,0,-0.0540869,0,-0.258432
-0.530955,0,17.6917,12.4301,0,3.17082,0.258794,0,0.155088,0,0,0,-0.0687094,0,-0.256219
-0.307583,0,17.6917,12.4872,0,3.15397,0.255642,0,0.145611,0,0,0,-0.0823394,0,-0.253179
-0.0999933,0,17.6917,12.5395,0,3.13566,0.256208,0,0.136956,0,0,0,-0.0967943,0,-0.249457
-96.3741,0,18.6655,11.3438,0,0.0200458,0.000120658,0,0.115336,0,0,0,0.00485773,0,0.000203135
-89.3784,0,18.6655,11.3425,0,0.0503777,-0.000871746,0,0.115139,0,0,0,0.00444449,0,0.000974754
-82.877,0,18.6655,11.332,0,0.0799472,-0.00211747,0,0.115568,0,0,0,0.00479868,0,0.00209871
-76.8351,0,18.6655,11.316,0,0.110479,-0.00317403,0,0.116511,0,0,0,0.00542799,0,0.00320228
-71.22,0,18.6655,11.295,0,0.143123,-0.00427262,0,0.117822,0,0,0,0.006334,0,0.00430046
-66.0017,0,18.6655,11.2697,0,0.178996,-0.00538323,0,0.119488,0,0,0,0.00752315,0,0.00540163
-61.1522,0,18.6655,11.2408,0,0.218761,-0.00647483,0,0.121509,0,0,0,0.00898694,0,0.00650367
-56.6453,0,18.6655,11.2091,0,0.262975,-0.00757754,0,0.12391,0,0,0,0.0107474,0,0.00759885
-52.4568,0,18.6655,11.1749,0,0.312105,-0.00866171,0,0.126703,0,0,0,0.0128285,0,0.0086683
-48.5644,0,18.6655,11.1391,0,0.366534,-0.00968014,0,0.129912,0,0,0,0.0152554,0,0.00968261
-44.9469,0,18.6655,11.1022,0,0.426569,-0.0106241,0,0.133586,0,0,0,0.0180529,0,0.010603
-41.5851,0,18.6655,11.0649,0,0.492433,-0.0114167,0,0.137751,0,0,0,0.0212426,0,0.0113817
-38.4609,0,18.6655,11.0281,0,0.564264,-0.0120188,0,0.142405,0,0,0,0.0248418,0,0.0119626
-35.5573,0,18.6655,10.9924,0,0.642101,-0.0123786,0,0.14755,0,0,0,0.0288616,0,0.0122827
-32.859,0,18.6655,10.9587,0,0.725887,-0.0123964,0,0.153209,0,0,0,0.0333057,0,0.012272
-30.3513,0,18.6655,10.9278,0,0.815458,-0.0120145,0,0.159383,0,0,0,0.0381693,0,0.0118551
-28.0208,0,18.6655,10.9005,0,0.910549,-0.0111575,0,0.166022,0,0,0,0.0434379,0,0.0109516
-25.855,0,18.6655,10.8776,0,1.01079,-0.00974131,0,0.173126,0,0,0,0.0490855,0,0.00947591
-23.8422,0,18.6655,10.8598,0,1.11571,-0.00765202,0,0.180684,0,0,0,0.0550768,0,0.00733946
-21.9717,0,18.6655,10.8479,0,1.22476,-0.00484154,0,0.188608,0,0,0,0.061358,0,0.00445373
-20.2333,0,18.6655,10.8424,0,1.33727,-0.00120183,0,0.196827,0,0,0,0.0678601,0,0.000726353
-18.6177,0,18.6655,10.844,0,1.45251,0.00338117,0,0.205254,0,0,0,0.0745023,0,-0.00393315
-17.1164,0,18.6655,10.8531,0,1.56967,0.0089621,0,0.213755,0,0,0,0.0811738,0,-0.00960555
-15.7211,0,18.6655,10.8702,0,1.68784,0.0156414,0,0.222195,0,0,0,0.0877426,0,-0.0163657
-14.4243,0,18.6655,10.8956,0,1.80607,0.0234243,0,0.230438,0,0,0,0.0940567,0,-0.0242749
-13.2193,0,18.6655,10.9293,0,1.92333,0.0323984,0,0.238302,0,0,0,0.0999355,0,-0.0333636
-12.0993,0,18.6655,10.9715,0,2.03855,0.042589,0,0.24554,0,0,0,0.105173,0,-0.0436305
-11.0585,0,18.6655,11.022,0,2.15063,0.0538931,0,0.251923,0,0,0,0.109562,0,-0.0550367
-10.0913,0,18.6655,11.0805,0,2.2585,0.066294,0,0.257251,0,0,0,0.112877,0,-0.0674915
-9.19237,0,18.6655,11.1466,0,2.36108,0.0796199,0,0.261294,0,0,0,0.114891,0,-0.0808513
-8.35698,0,18.6655,11.2195,0,2.45738,0.0936888,0,0.263841,0,0,0,0.11541,0,-0.0949204
-7.58061,0,18.6655,11.2985,0,2.54653,0.108299,0,0.264747,0,0,0,0.114262,0,-0.109451
-6.85911,0,18.6655,11.3826,0,2.62777,0.123134,0,0.263902,0,0,0,0.111322,0,-0.124152
-6.18859,0,18.6655,11.4707,0,2.70053,0.137874,0,0.261281,0,0,0,0.106538,0,-0.138704
-5.56544,0,18.6655,11.5616,0,2.76446,0.15219,0,0.256897,0,0,0,0.0999153,0,-0.152779
-4.98633,0,18.6655,11.6541,0,2.81939,0.1658,0,0.250833,0,0,0,0.0915304,0,-0.166061
-4.44814,0,18.6655,11.7471,0,2.86538,0.178334,0,0.2433,0,0,0,0.0815484,0,-0.178259
-3.94798,0,18.6655,11.8393,0,2.9027,0.189558,0,0.234554,0,0,0,0.0701833,0,-0.189143
-3.48316,0,18.6655,11.9298,0,2.93178,0.199391,0,0.224877,0,0,0,0.0577189,0,-0.198546
-3.05118,0,18.6655,12.0177,0,2.95323,0.207585,0,0.21454,0,0,0,0.0444576,0,-0.206373
-2.64973,0,18.6655,12.1022,0,2.96774,0.213995,0,0.20381,0,0,0,0.0307078,0,-0.212601
-2.27664,0,18.6655,12.1827,0,2.97609,0.218927,0,0.192981,0,0,0,0.0167765,0,-0.217271
-1.92992,0,18.6655,12.2589,0,2.97908,0.222438,0,0.182288,0,0,0,0.00293004,0,-0.220479
-1.6077,0,18.6655,12.3306,0,2.9775,0.224412,0,0.171913,0,0,0,-0.010594,0,-0.222358
-1.30824,0,18.6655,12.3975,0,2.97213,0.225182,0,0.162016,0,0,0,-0.0236184,0,-0.223066
-1.02994,0,18.6655,12.4598,0,2.96367,0.224914,0,0.152671,0,0,0,-0.0360264,0,-0.222769
-0.771312,0,18.6655,12.5174,0,2.95275,0.223752,0,0.143949,0,0,0,-0.0477307,0,-0.221634
-0.530955,0,18.6655,12.5706,0,2.93994,0.221977,0,0.135914,0,0,0,-0.0586847,0,-0.219817
-0.307583,0,18.6655,12.6196,0,2.92573,0.219515,0,0.128553,0,0,0,-0.0688686,0,-0.217464
-0.0999933,0,18.6655,12.6645,0,2.91054,0.220516,0,0.121803,0,0,0,-0.0797874,0,-0.214673
-96.3741,0,19.7374,11.4639,0,0.0199049,5.85864e-05,0,0.109111,0,0,0,0.00491923,0,0.000212524
-89.3784,0,19.7374,11.4623,0,0.0514116,-0.000851299,0,0.109011,0,0,0,0.0046171,0,0.000944282
-82.877,0,19.7374,11.4524,0,0.0821381,-0.00198774,0,0.109467,0,0,0,0.00498078,0,0.00197428
-76.8351,0,19.7374,11.4373,0,0.113799,-0.00296792,0,0.110402,0,0,0,0.00562184,0,0.0029917
-71.22,0,19.7374,11.4178,0,0.147578,-0.00397908,0,0.111693,0,0,0,0.00654243,0,0.0040024
-66.0017,0,19.7374,11.3942,0,0.18458,-0.00499292,0,0.11334,0,0,0,0.00774641,0,0.00500504
-61.1522,0,19.7374,11.3675,0,0.22547,-0.00597451,0,0.115332,0,0,0,0.00922506,0,0.00599354
-56.6453,0,19.7374,11.3383,0,0.270796,-0.00694407,0,0.11768,0,0,0,0.0109975,0,0.00695555
-52.4568,0,19.7374,11.3071,0,0.321001,-0.0078749,0,0.120418,0,0,0,0.0130838,0,0.00786792
-48.5644,0,19.7374,11.2746,0,0.376434,-0.00871347,0,0.123557,0,0,0,0.0155053,0,0.00869793
-44.9469,0,19.7374,11.2416,0,0.43736,-0.00943701,0,0.127129,0,0,0,0.0182811,0,0.00940396
-41.5851,0,19.7374,11.2087,0,0.503949,-0.00998463,0,0.131158,0,0,0,0.0214268,0,0.00993595
-38.4609,0,19.7374,11.1768,0,0.576276,-0.0103121,0,0.135632,0,0,0,0.0249525,0,0.0102361
-35.5573,0,19.7374,11.1465,0,0.654315,-0.0103587,0,0.140562,0,0,0,0.0288608,0,0.01024
-32.859,0,19.7374,11.1187,0,0.73793,-0.0100257,0,0.145937,0,0,0,0.0331458,0,0.00987752
-30.3513,0,19.7374,11.0943,0,0.826878,-0.00926183,0,0.151735,0,0,0,0.0377918,0,0.0090743
-28.0208,0,19.7374,11.0739,0,0.920806,-0.00799509,0,0.157946,0,0,0,0.0427726,0,0.00775341
-25.855,0,19.7374,11.0583,0,1.01926,-0.00612863,0,0.164523,0,0,0,0.0480477,0,0.00583626
-23.8422,0,19.7374,11.0483,0,1.12167,-0.00357801,0,0.171401,0,0,0,0.0535664,0,0.00324189
-21.9717,0,19.7374,11.0445,0,1.2274,-0.000305094,0,0.178513,0,0,0,0.0592604,0,-0.000109108
-20.2333,0,19.7374,11.0473,0,1.33569,0.00379171,0,0.185769,0,0,0,0.0650431,0,-0.00428813
-18.6177,0,19.7374,11.0574,0,1.44572,0.00878626,0,0.193048,0,0,0,0.0708175,0,-0.00936082
-17.1164,0,19.7374,11.075,0,1.5566,0.0147178,0,0.200226,0,0,0,0.0764612,0,-0.0153817
-15.7211,0,19.7374,11.1004,0,1.66738,0.0216577,0,0.207171,0,0,0,0.0818293,0,-0.0223854
-14.4243,0,19.7374,11.1337,0,1.77703,0.0295682,0,0.213714,0,0,0,0.0867661,0,-0.030385
-13.2193,0,19.7374,11.1749,0,1.88454,0.03846,0,0.219669,0,0,0,0.0911055,0,-0.039363
-12.0993,0,19.7374,11.2238,0,1.98887,0.0483009,0,0.224844,0,0,0,0.0946575,0,-0.0492624
-11.0585,0,19.7374,11.28,0,2.08898,0.0589798,0,0.229073,0,0,0,0.0972519,0,-0.0599888
-10.0913,0,19.7374,11.343,0,2.18393,0.0703991,0,0.232178,0,0,0,0.0987212,0,-0.0714062
-9.19237,0,19.7374,11.4122,0,2.27283,0.0823339,0,0.234004,0,0,0,0.0989075,0,-0.0833356
-8.35698,0,19.7374,11.4866,0,2.35492,0.0946196,0,0.234448,0,0,0,0.0977049,0,-0.0955623
-7.58061,0,19.7374,11.5655,0,2.42958,0.10703,0,0.233447,0,0,0,0.0950393,0,-0.107847
-6.85911,0,19.7374,11.6476,0,2.49638,0.119303,0,0.230998,0,0,0,0.0908889,0,-0.119935
-6.18859,0,19.7374,11.7321,0,2.55507,0.13116,0,0.227147,0,0,0,0.0852968,0,-0.131575
-5.56544,0,19.7374,11.8177,0,2.60559,0.14232,0,0.221994,0,0,0,0.0783499,0,-0.14253
-4.98633,0,19.7374,11.9034,0,2.64806,0.152648,0,0.215695,0,0,0,0.0701892,0,-0.152589
-4.44814,0,19.7374,11.9882,0,2.68279,0.161915,0,0.208428,0,0,0,0.061005,0,-0.16159
-3.94798,0,19.7374,12.0713,0,2.71022,0.17005,0,0.200426,0,0,0,0.0509943,0,-0.169417
-3.48316,0,19.7374,12.1519,0,2.73089,0.177005,0,0.191923,0,0,0,0.0404063,0,-0.176008
-3.05118,0,19.7374,12.2295,0,2.74546,0.182564,0,0.18312,0,0,0,0.0294749,0,-0.18135
-2.64973,0,19.7374,12.3034,0,2.7546,0.186814,0,0.174239,0,0,0,0.0184099,0,-0.185477
-2.27664,0,19.7374,12.3734,0,2.75902,0.190027,0,0.16547,0,0,0,0.00741447,0,-0.188464
-1.92992,0,19.7374,12.4394,0,2.7594,0.192125,0,0.156922,0,0,0,-0.00334225,0,-0.190411
-1.6077,0,19.7374,12.5011,0,2.75641,0.193205,0,0.148709,0,0,0,-0.0137184,0,-0.191433
-1.30824,0,19.7374,12.5587,0,2.75064,0.193465,0,0.140929,0,0,0,-0.0236275,0,-0.191655
-1.02994,0,19.7374,12.6121,0,2.74265,0.192977,0,0.133651,0,0,0,-0.0330006,0,-0.191205
-0.771312,0,19.7374,12.6615,0,2.73293,0.191995,0,0.126906,0,0,0,-0.0418004,0,-0.190199
-0.530955,0,19.7374,12.7072,0,2.7219,0.190561,0,0.120685,0,0,0,-0.05001,0,-0.188745
-0.307583,0,19.7374,12.7492,0,2.70992,0.18867,0,0.114987,0,0,0,-0.0576464,0,-0.186944
-0.0999933,0,19.7374,12.7879,0,2.6973,0.189827,0,0.109745,0,0,0,-0.0659355,0,-0.184864
-96.3741,0,20.917,11.5888,0,0.0198248,6.90412e-06,0,0.103,0,0,0,0.00498912,0,0.00021689
-89.3784,0,20.917,11.5869,0,0.0525083,-0.000819814,0,0.102959,0,0,0,0.00478978,0,0.000903425
-82.877,0,20.917,11.5777,0,0.0843917,-0.00184401,0,0.103444,0,0,0,0.00516403,0,0.00183747
-76.8351,0,20.917,11.5638,0,0.117199,-0.0027446,0,0.104375,0,0,0,0.00581764,0,0.00276348
-71.22,0,20.917,11.5457,0,0.15212,-0.00366253,0,0.105638,0,0,0,0.00675091,0,0.00367941
-66.0017,0,20.917,11.5241,0,0.190245,-0.00456779,0,0.107256,0,0,0,0.00796646,0,0.00457562
-61.1522,0,20.917,11.4997,0,0.232238,-0.00543398,0,0.109218,0,0,0,0.00945505,0,0.0054416
-56.6453,0,20.917,11.4732,0,0.278626,-0.00626173,0,0.111524,0,0,0,0.0112321,0,0.00626086
-52.4568,0,20.917,11.4452,0,0.329824,-0.00702298,0,0.114213,0,0,0,0.0133138,0,0.00700672
-48.5644,0,20.917,11.4164,0,0.386141,-0.00767344,0,0.117298,0,0,0,0.0157164,0,0.00764357
-44.9469,0,20.917,11.3875,0,0.44779,-0.0081745,0,0.120766,0,0,0,0.0184531,0,0.00812721
-41.5851,0,20.917,11.3593,0,0.514882,-0.00847168,0,0.124629,0,0,0,0.0215326,0,0.0084058
-38.4609,0,20.917,11.3325,0,0.587423,-0.00852203,0,0.128886,0,0,0,0.0249569,0,0.00842077
-35.5573,0,20.917,11.3079,0,0.665309,-0.00824501,0,0.133548,0,0,0,0.0287195,0,0.00810801
-32.859,0,20.917,11.2863,0,0.748322,-0.00757337,0,0.138604,0,0,0,0.0328044,0,0.00739958
-30.3513,0,20.917,11.2684,0,0.836133,-0.00644187,0,0.144003,0,0,0,0.0371848,0,0.0062252
-28.0208,0,20.917,11.2551,0,0.9283,-0.004777,0,0.149716,0,0,0,0.0418223,0,0.00451323
-25.855,0,20.917,11.247,0,1.02428,-0.00251,0,0.155693,0,0,0,0.046664,0,0.00219371
-23.8422,0,20.917,11.2447,0,1.12342,0.00043182,0,0.161841,0,0,0,0.0516442,0,-0.000799875
-21.9717,0,20.917,11.2488,0,1.22498,0.00409244,0,0.16808,0,0,0,0.0566821,0,-0.00452909
-20.2333,0,20.917,11.2597,0,1.32814,0.00853897,0,0.174329,0,0,0,0.0616814,0,-0.00904502
-18.6177,0,20.917,11.2777,0,1.43202,0.013798,0,0.180457,0,0,0,0.0665327,0,-0.0143851
-17.1164,0,20.917,11.303,0,1.53567,0.0199115,0,0.186321,0,0,0,0.07111,0,-0.0205705
-15.7211,0,20.917,11.3358,0,1.63812,0.0269025,0,0.191792,0,0,0,0.0752724,0,-0.0275983
-14.4243,0,20.917,11.376,0,1.73837,0.0346816,0,0.196717,0,0,0,0.0788722,0,-0.035437
-13.2193,0,20.917,11.4232,0,1.83543,0.0432084,0,0.200933,0,0,0,0.0817672,0,-0.0440271
-12.0993,0,20.917,11.4771,0,1.92836,0.0524253,0,0.20429,0,0,0,0.0838075,0,-0.0532724
-11.0585,0,20.917,11.5372,0,2.01627,0.0622084,0,0.206667,0,0,0,0.084865,0,-0.0630435
-10.0913,0,20.917,11.6028,0,2.09839,0.0723845,0,0.207961,0,0,0,0.084836,0,-0.0731837
-9.19237,0,20.917,11.673,0,2.17405,0.0827524,0,0.208092,0,0,0,0.0836387,0,-0.0835079
-8.35698,0,20.917,11.747,0,2.24275,0.0931443,0,0.20702,0,0,0,0.0812395,0,-0.0938149
-7.58061,0,20.917,11.8237,0,2.30416,0.103386,0,0.204765,0,0,0,0.077638,0,-0.103902
-6.85911,0,20.917,11.9023,0,2.3581,0.11326,0,0.201388,0,0,0,0.0728836,0,-0.113571
-6.18859,0,20.917,11.9817,0,2.40458,0.12251,0,0.19697,0,0,0,0.0670721,0,-0.122642
-5.56544,0,20.917,12.0609,0,2.44378,0.131034,0,0.19165,0,0,0,0.0603304,0,-0.130963
-4.98633,0,20.917,12.1392,0,2.47602,0.138712,0,0.185603,0,0,0,0.0528139,0,-0.138416
-4.44814,0,20.917,12.2157,0,2.50173,0.145425,0,0.179,0,0,0,0.0446908,0,-0.144922
-3.94798,0,20.917,12.2898,0,2.52143,0.15119,0,0.172003,0,0,0,0.0361346,0,-0.150446
-3.48316,0,20.917,12.3611,0,2.5357,0.155986,0,0.164763,0,0,0,0.0273422,0,-0.154982
-3.05118,0,20.917,12.4291,0,2.54517,0.159705,0,0.157452,0,0,0,0.0184757,0,-0.158563
-2.64973,0,20.917,12.4935,0,2.55045,0.162541,0,0.150232,0,0,0,0.00967021,0,-0.16125
-2.27664,0,20.917,12.5543,0,2.55215,0.164536,0,0.143194,0,0,0,0.00105703,0,-0.163119
-1.92992,0,20.917,12.6112,0,2.55083,0.165704,0,0.136409,0,0,0,-0.00726372,0,-0.164258
-1.6077,0,20.917,12.6644,0,2.54703,0.166266,0,0.129968,0,0,0,-0.0152088,0,-0.164764
-1.30824,0,20.917,12.7138,0,2.54123,0.16621,0,0.123911,0,0,0,-0.022735,0,-0.164728
-1.02994,0,20.917,12.7597,0,2.53385,0.165793,0,0.118269,0,0,0,-0.0298299,0,-0.164241
-0.771312,0,20.917,12.8022,0,2.52525,0.164955,0,0.113051,0,0,0,-0.0364624,0,-0.163392
-0.530955,0,20.917,12.8414,0,2.51576,0.163732,0,0.108228,0,0,0,-0.0426197,0,-0.162252
-0.307583,0,20.917,12.8776,0,2.50565,0.162354,0,0.103799,0,0,0,-0.0483696,0,-0.160889
-0.0999933,0,20.917,12.9109,0,2.49512,0.163576,0,0.0997332,0,0,0,-0.0546975,0,-0.159346
-96.3741,0,22.2154,11.7184,0,0.0198064,-3.79398e-05,0,0.0970572,0,0,0,0.00506655,0,0.000215632
-89.3784,0,22.2154,11.7164,0,0.053655,-0.00077531,0,0.0970758,0,0,0,0.00496064,0,0.000850896
-82.877,0,22.2154,11.7079,0,0.0866841,-0.00168839,0,0.0975717,0,0,0,0.00534607,0,0.0016866
-76.8351,0,22.2154,11.6952,0,0.120635,-0.002504,0,0.0984721,0,0,0,0.00601219,0,0.00251555
-71.22,0,22.2154,11.6787,0,0.156689,-0.0033206,0,0.0997127,0,0,0,0.00695557,0,0.00332938
-66.0017,0,22.2154,11.6592,0,0.195909,-0.00410776,0,0.101302,0,0,0,0.00817824,0,0.00411133
-61.1522,0,22.2154,11.6373,0,0.238951,-0.00484804,0,0.103232,0,0,0,0.00967033,0,0.00484625
-56.6453,0,22.2154,11.6138,0,0.286319,-0.00552756,0,0.105492,0,0,0,0.011443,0,0.0055141
-52.4568,0,22.2154,11.5892,0,0.33839,-0.00610914,0,0.108101,0,0,0,0.0135079,0,0.006085
-48.5644,0,22.2154,11.5644,0,0.395425,-0.00656003,0,0.111078,0,0,0,0.0158756,0,0.00652095
-44.9469,0,22.2154,11.5399,0,0.457579,-0.00684016,0,0.114413,0,0,0,0.0185529,0,0.00677601
-41.5851,0,22.2154,11.5166,0,0.524893,-0.00688556,0,0.118097,0,0,0,0.0215406,0,0.00679761
-38.4609,0,22.2154,11.4952,0,0.597297,-0.00665308,0,0.122139,0,0,0,0.0248325,0,0.00652794
-35.5573,0,22.2154,11.4764,0,0.674605,-0.00605974,0,0.126531,0,0,0,0.0284123,0,0.00590529
-32.859,0,22.2154,11.4612,0,0.756512,-0.0050587,0,0.131235,0,0,0,0.0322541,0,0.00486591
-30.3513,0,22.2154,11.4501,0,0.842601,-0.00358559,0,0.136205,0,0,0,0.0363201,0,0.00334591
-28.0208,0,22.2154,11.4439,0,0.932341,-0.00157018,0,0.141378,0,0,0,0.0405603,0,0.00128334
-25.855,0,22.2154,11.4431,0,1.0251,0.00104258,0,0.146688,0,0,0,0.0449112,0,-0.00137974
-23.8422,0,22.2154,11.4484,0,1.12015,0.00429976,0,0.152062,0,0,0,0.0492964,0,-0.00469389
-21.9717,0,22.2154,11.46,0,1.21669,0.00824758,0,0.15741,0,0,0,0.0536265,0,-0.00869879
-20.2333,0,22.2154,11.4784,0,1.31384,0.0129204,0,0.162629,0,0,0,0.0577994,0,-0.0134212
-18.6177,0,22.2154,11.5037,0,1.41068,0.0182956,0,0.167599,0,0,0,0.0617058,0,-0.0188694
-17.1164,0,22.2154,11.5359,0,1.50627,0.0244052,0,0.172193,0,0,0,0.0652221,0,-0.0250306
-15.7211,0,22.2154,11.5749,0,1.59965,0.0312175,0,0.176263,0,0,0,0.0682236,0,-0.0318688
-14.4243,0,22.2154,11.6205,0,1.68989,0.0386342,0,0.179681,0,0,0,0.0705861,0,-0.039319
-13.2193,0,22.2154,11.6722,0,1.7761,0.0465892,0,0.182364,0,0,0,0.0721963,0,-0.0472892
-12.0993,0,22.2154,11.7295,0,1.85749,0.0549506,0,0.184201,0,0,0,0.0729563,0,-0.0556608
-11.0585,0,22.2154,11.7916,0,1.93335,0.0636298,0,0.185092,0,0,0,0.0727812,0,-0.0642935
-10.0913,0,22.2154,11.8579,0,2.00311,0.0724378,0,0.185,0,0,0,0.071628,0,-0.0730318
-9.19237,0,22.2154,11.9274,0,2.06636,0.0811793,0,0.183916,0,0,0,0.0694829,0,-0.0817076
-8.35698,0,22.2154,11.9992,0,2.12284,0.0897434,0,0.181877,0,0,0,0.0663584,0,-0.0901555
-7.58061,0,22.2154,12.0724,0,2.17244,0.0979707,0,0.178937,0,0,0,0.0623055,0,-0.0982222
-6.85911,0,22.2154,12.1462,0,2.21522,0.105672,0,0.175151,0,0,0,0.0574178,0,-0.105767
-6.18859,0,22.2154,12.2196,0,2.25139,0.112737,0,0.170649,0,0,0,0.0518062,0,-0.112674
-5.56544,0,22.2154,12.292,0,2.28126,0.119124,0,0.165587,0,0,0,0.0455986,0,-0.118862
-4.98633,0,22.2154,12.3626,0,2.30526,0.12473,0,0.160093,0,0,0,0.0389426,0,-0.124279
-4.44814,0,22.2154,12.431,0,2.32388,0.129538,0,0.154305,0,0,0,0.0319711,0,-0.128902
-3.94798,0,22.2154,12.4967,0,2.33765,0.133497,0,0.148342,0,0,0,0.0248263,0,-0.132736
-3.48316,0,22.2154,12.5593,0,2.34713,0.136753,0,0.142324,0,0,0,0.0176475,0,-0.13581
-3.05118,0,22.2154,12.6187,0,2.35288,0.13922,0,0.136371,0,0,0,0.0105369,0,-0.138175
-2.64973,0,22.2154,12.6747,0,2.35543,0.141046,0,0.130555,0,0,0,0.00358106,0,-0.139893
-2.27664,0,22.2154,12.7273,0,2.35528,0.142278,0,0.12496,0,0,0,-0.00312996,0,-0.141032
-1.92992,0,22.2154,12.7764,0,2.35291,0.142878,0,0.11964,0,0,0,-0.00954994,0,-0.141664
-1.6077,0,22.2154,12.8222,0,2.34872,0.143153,0,0.114615,0,0,0,-0.0156401,0,-0.141865
-1.30824,0,22.2154,12.8648,0,2.3431,0.142986,0,0.10992,0,0,0,-0.0213614,0,-0.141705
-1.02994,0,22.2154,12.9042,0,2.33637,0.142574,0,0.105546,0,0,0,-0.0267481,0,-0.141248
-0.771312,0,22.2154,12.9408,0,2.32879,0.141878,0,0.101486,0,0,0,-0.0317616,0,-0.140552
-0.530955,0,22.2154,12.9745,0,2.32062,0.140841,0,0.0977462,0,0,0,-0.0364006,0,-0.139668
-0.307583,0,22.2154,13.0056,0,2.31205,0.139817,0,0.0943098,0,0,0,-0.0407481,0,-0.138643
-0.0999933,0,22.2154,13.0343,0,2.30323,0.141199,0,0.0911495,0,0,0,-0.0455976,0,-0.137502
-96.3741,0,23.6444,11.8527,0,0.0198474,-7.23947e-05,0,0.0912567,0,0,0,0.00515,0,0.000208249
-89.3784,0,23.6444,11.8506,0,0.0548327,-0.000719557,0,0.0913239,0,0,0,0.00512733,0,0.00078545
-82.877,0,23.6444,11.843,0,0.0889817,-0.0015209,0,0.0918248,0,0,0,0.00552392,0,0.0015203
-76.8351,0,23.6444,11.8315,0,0.124052,-0.00224194,0,0.092726,0,0,0,0.00620143,0,0.00224667
-71.22,0,23.6444,11.8168,0,0.161204,-0.00294852,0,0.0939616,0,0,0,0.00715151,0,0.00295066
-66.0017,0,23.6444,11.7995,0,0.201462,-0.00361291,0,0.0955229,0,0,0,0.00837559,0,0.00361055
-61.1522,0,23.6444,11.7804,0,0.245469,-0.00421667,0,0.097401,0,0,0,0.0098631,0,0.00420682
-56.6453,0,23.6444,11.76,0,0.293695,-0.00474155,0,0.0995963,0,0,0,0.0116203,0,0.00471561
-52.4568,0,23.6444,11.7391,0,0.346472,-0.00513952,0,0.102117,0,0,0,0.013654,0,0.00510453
-48.5644,0,23.6444,11.7184,0,0.404007,-0.00538673,0,0.104964,0,0,0,0.0159683,0,0.00533392
-44.9469,0,23.6444,11.6986,0,0.466386,-0.00543767,0,0.108136,0,0,0,0.0185628,0,0.0053572
-41.5851,0,23.6444,11.6804,0,0.533576,-0.00523363,0,0.111625,0,0,0,0.0214307,0,0.00512281
-38.4609,0,23.6444,11.6646,0,0.605426,-0.00471776,0,0.115415,0,0,0,0.0245565,0,0.00457538
-35.5573,0,23.6444,11.652,0,0.681661,-0.00382537,0,0.119489,0,0,0,0.027915,0,0.00365753
-32.859,0,23.6444,11.6432,0,0.76189,-0.00252476,0,0.123788,0,0,0,0.0314702,0,0.00231213
-30.3513,0,23.6444,11.6389,0,0.845607,-0.000739778,0,0.128262,0,0,0,0.0351745,0,0.000484147
-28.0208,0,23.6444,11.6397,0,0.932202,0.00157548,0,0.13287,0,0,0,0.0389689,0,-0.00187609
-25.855,0,23.6444,11.6461,0,1.02097,0.00445141,0,0.137512,0,0,0,0.0427812,0,-0.00481052
-23.8422,0,23.6444,11.6585,0,1.11112,0.00794195,0,0.142095,0,0,0,0.0465289,0,-0.00835099
-21.9717,0,23.6444,11.6772,0,1.2018,0.0120699,0,0.146552,0,0,0,0.0501208,0,-0.0125148
-20.2333,0,23.6444,11.7024,0,1.29212,0.0168089,0,0.150759,0,0,0,0.0534554,0,-0.0173014
-18.6177,0,23.6444,11.734,0,1.38116,0.0221507,0,0.154599,0,0,0,0.0564307,0,-0.0226923
-17.1164,0,23.6444,11.7719,0,1.46803,0.028087,0,0.157988,0,0,0,0.0589367,0,-0.0286484
-15.7211,0,23.6444,11.8159,0,1.55182,0.0345095,0,0.160802,0,0,0,0.0608726,0,-0.0351054
-14.4243,0,23.6444,11.8654,0,1.63174,0.0413657,0,0.16293,0,0,0,0.0621468,0,-0.0419756
-13.2193,0,23.6444,11.92,0,1.70703,0.0485808,0,0.164316,0,0,0,0.0626805,0,-0.0491521
-12.0993,0,23.6444,11.979,0,1.77708,0.0559587,0,0.164917,0,0,0,0.0624226,0,-0.056513
-11.0585,0,23.6444,12.0415,0,1.8414,0.0634306,0,0.1647,0,0,0,0.0613356,0,-0.0639233
